id,name,address,city_id,location,description,price,place type,food_type
336,Pantheon,"Piazza della Rotonda, 00186 Roma RM, Italy",1,41.89873854344063 12.476787064716968,"The Pantheon is a former Roman temple and now a church. It is known for its impressive dome and the oculus in the center, which allows natural light to enter the building.",12,old,
337,Trevi Fountain,"Piazza di Trevi, 00187 Roma RM, Italy",1,41.90106521310689 12.483337318417298,The Trevi Fountain is a famous Baroque fountain in Rome. It is known for its stunning sculptures and is a popular spot for visitors to throw coins into the water.,51,old,
338,Vatican City,Vatican City,1,41.90383220521926 12.452619081233724,"Vatican City is an independent city-state surrounded by Rome, Italy. It is the spiritual and administrative headquarters of the Roman Catholic Church and home to St. Peter's Basilica and the Vatican Museums.",42,old,
339,Spanish Steps,"Piazza di Spagna, 00187 Roma RM, Italy",1,41.90613628317672 12.482754345403203,"The Spanish Steps is a famous staircase in Rome, connecting the Piazza di Spagna at the bottom with the TrinitÃ  dei Monti church at the top. It is a popular meeting point and gathering place.",28,old,
340,Castel Sant'Angelo,"Lungotevere Castello, 50, 00193 Roma RM, Italy",1,41.903238845697494 12.466318910745905,"Castel Sant'Angelo is a fortress located on the right bank of the Tiber River in Rome. It has served various purposes throughout history, including as a mausoleum, a castle, and a museum.",17,old,
341,Palatine Hill,"Via di San Gregorio, 00186 Roma RM, Italy",1,41.89067915447399 12.48755174110535,Palatine Hill is one of the seven hills of Rome and is considered the centermost of the famous Seven Hills of Rome. It offers panoramic views of the Roman Forum and the Circus Maximus.,27,old,
342,Baths of Caracalla,"Viale delle Terme di Caracalla,52, 00153 Roma RM, Italy",1,41.87915799439464 12.492385751222889,The Baths of Caracalla were ancient Roman public baths built during the reign of Emperor Caracalla. They were one of the largest and most impressive thermal complexes in ancient Rome.,31,old,
343,Piazza Navona,"Piazza Navona, 00186 Roma RM, Italy",1,41.8992680495627 12.473055380059884,"Piazza Navona is a beautiful square in Rome, famous for its Baroque architecture and stunning fountains. It is a lively gathering place and a hub of activity with numerous cafes and street performers.",17,old,
344,Circus Maximus,"Via del Circo Massimo, 00186 Roma RM, Italy",1,41.886333054191944 12.485154953073383,"Circus Maximus is an ancient Roman chariot racing stadium and entertainment venue. It was the largest stadium in ancient Rome and could accommodate over 150,000 spectators.",15,old,
345,Capitoline Hill,"Piazza del Campidoglio, 00186 Roma RM, Italy",1,41.89454118023064 12.483145121603664,"Capitoline Hill is one of the seven hills of Rome and was the citadel of the ancient city. It now houses the Capitoline Museums, which showcase a vast collection of ancient art and artifacts.",20,old,
346,Ara Pacis,"Lungotevere in Augusta, 00186 Roma RM, Italy",1,41.905165983511274 12.475265522388867,"The Ara Pacis is an ancient altar dedicated to the Roman goddess of peace, Pax. It is considered one of the most important works of Roman sculpture and is housed in a modern museum building.",10,old,
347,Basilica of Santa Maria Maggiore,"Piazza di Santa Maria Maggiore, 42, 00185 Roma RM, Italy",1,41.89773433134623 12.498386937731235,The Basilica of Santa Maria Maggiore is one of the major basilicas in Rome and is dedicated to the Virgin Mary. It is known for its beautiful mosaics and stunning interior.,5,old,
348,Palazzo Barberini,"Via delle Quattro Fontane, 13, 00184 Roma RM, Italy",1,41.903294089802266 12.489944012595991,"Palazzo Barberini is a palace in Rome that houses the Galleria Nazionale d'Arte Antica, an art gallery with a vast collection of paintings, sculptures, and other artworks.",25,old,
349,Campo de' Fiori,"Campo de' Fiori, 00186 Roma RM, Italy",1,41.89553744984559 12.472223453073946,"Campo de' Fiori is a lively square in Rome known for its bustling market during the day and vibrant nightlife. It is surrounded by restaurants, cafes, and historic buildings.",0,old,
350,Santa Maria in Trastevere,"Piazza di Santa Maria in Trastevere, 00153 Roma RM, Italy",1,41.88959680099575 12.469814637730664,Santa Maria in Trastevere is one of the oldest churches in Rome and is located in the charming Trastevere neighborhood. It is known for its beautiful mosaics and stunning interior.,10,old,
351,"Pietre d'inciampo in memoria di Tranquillo di Veroli, Marco di Veroli","Largo Arenula, 26, 00186 Roma RM, Italy",1,41.894588679167754 12.476140037731035,"The Stolpersteine, also known as stumbling stones, are small metal plaques placed in the urban fabric of certain European cities to commemorate the victims of the Holocaust. This initiative was created by German artist Gunter Demnig.
In the context of Rome, some of these stones have been placed at Vicolo Costaguti, 24 to honor Clelia and Marcella Perugia, as well as Giuditta and Pacifico Di Veroli.",8,old,
352,Arch of Constantine,"Via di San Gregorio, 00186 Roma RM, Italy",1,41.889923087335376 12.490731839580757,"The Arch of Constantine is a triumphal arch in Rome, located near the Colosseum. It was built to commemorate the victory of Constantine the Great and is known for its well-preserved reliefs.",5,old,
353,Milan Cathedral (Duomo di Milano) - The famous cathedral of Milan.," Piazza del Duomo, 20122 Milano MI, Italy.",2,45.46414163933181 9.191935903417761,"Milan Cathedral (Duomo di Milano) - This magnificent cathedral is one of the largest Gothic cathedrals in the world. Its elaborate facade and stunning interior features intricate sculptures, stained glass windows, and a rooftop terrace offering panoramic views of the city.",42,old,
354,Sforza Castle (Castello Sforzesco) - A historic castle housing important museums.," Piazza Castello, 20121 Milano MI, Italy.",2,45.470498771643285 9.1793325," Sforza Castle (Castello Sforzesco) - A grand medieval fortress, Sforza Castle showcases a mix of architectural styles and houses several museums and art collections. Visitors can explore its courtyards, gardens, and historical rooms filled with sculptures and paintings.",55,old,
355,The Last Supper (Il Cenacolo) - Leonardo da Vinci's renowned mural painting.," Piazza di Santa Maria delle Grazie, 20123 Milano MI, Italy.",2,45.466244546673416 9.170604116823023,"The Last Supper (Il Cenacolo) - Housed in the refectory of the Convent of Santa Maria delle Grazie, Leonardo da Vinci's masterpiece, The Last Supper, depicts the biblical scene of Jesus and his disciples. It is renowned for its intricate details and use of perspective.",12,old,
356,Brera Art Gallery (Pinacoteca di Brera) - Art museum featuring Italian masterpieces.,"Via Brera, 28, 20121 Milano MI, Italy.",2,45.47203014780333 9.187813913908588,"Brera Art Gallery (Pinacoteca di Brera) - This art museum houses an impressive collection of Italian Renaissance and Baroque artworks. Visitors can admire masterpieces by artists such as Raphael, Caravaggio, and Titian.",51,old,
357,La Scala Opera House (Teatro alla Scala) - World-famous opera house.,"Via Filodrammatici, 2, 20121 Milano MI, Italy.",2,45.467439721452244 9.189551200000002,"Galleria Vittorio Emanuele II - Known as one of the world's oldest shopping malls, this elegant arcade is adorned with beautiful mosaics and features high-end boutiques, cafes, and restaurants. It connects Piazza del Duomo with Piazza della Scala.",42,old,
358,Galleria Vittorio Emanuele II - Historic shopping arcade with luxury boutiques.,"Piazza del Duomo, 20123 Milano MI, Italy.",2,45.46620636798135 9.189758957622473," La Scala Opera House (Teatro alla Scala) - One of the most prestigious opera houses in the world, La Scala is renowned for its opulent interiors and exceptional acoustics. It has hosted renowned opera performances and ballets for centuries.",28,old,
359,Santa Maria delle Grazie - Renaissance church and UNESCO World Heritage site.,"Piazza di Santa Maria delle Grazie, 20123 Milano MI, Italy.",2,45.46603072031877 9.17094064228608,"Santa Maria delle Grazie - This UNESCO World Heritage site is a stunning example of Renaissance architecture. Apart from housing The Last Supper, the church itself boasts beautiful chapels, frescoes, and a tranquil courtyard.",17,old,
360,Navigli Canals - Historic canals lined with trendy bars and restaurants.,"Navigli District, 20123 Milano MI, Italy.",2,45.45145437455379 9.170989190785148,"Navigli Canals - Once used for transportation, the Navigli Canals now offer a lively atmosphere with numerous bars, restaurants, and art galleries. It's a popular spot to enjoy a leisurely stroll and take in the charming ambiance.",27,old,
361,Arch of Peace (Arco della Pace) - Neoclassical monument and city gate.,"Piazza Sempione, 20154 Milano MI, Italy.",2,45.47578756272773 9.172458555656284,"Arch of Peace (Arco della Pace) - A neoclassical triumphal arch, the Arch of Peace stands at the entrance of Parco Sempione. It serves as a symbol of peace and commemorates Napoleon's victories.",31,old,
362,Basilica of Sant'Ambrogio - Ancient church dedicated to Saint Ambrose.," Piazza Sant'Ambrogio, 15, 20123 Milano MI, Italy.",2,45.46242702452528 9.175611999982229,"Basilica of Sant'Ambrogio - One of the oldest churches in Milan, this Romanesque basilica is dedicated to Saint Ambrose, the city's patron saint. It features impressive mosaics, a beautiful courtyard, and a rich history dating back to the 4th century.",17,old,
363,Leonardo da Vinci National Museum of Science and Technology - Science and technology,"Via San Vittore, 21, 20123 Milano MI, Italy.",2,45.46232504635221 9.170606469008959,"Leonardo da Vinci National Museum of Science and Technology - This museum pays homage to Leonardo da Vinci's genius and showcases his inventions, scientific studies, and artistic works. It offers interactive exhibits and educational displays.",15,old,
364,Museum of the Twentieth Century (Museo del Novecento) - Modern and contemporary art museum.,"Palazzo dell'Arengario, Via Marconi, 1, 20122 Milano MI, Italy.",2,45.463442351832015 9.190127838336407," Museum of the Twentieth Century (Museo del Novecento) - Located in the Palazzo dell'Arengario, this museum focuses on modern and contemporary art from the 20th century. It houses a diverse collection of paintings, sculptures, and installations.",20,old,
365,Porta Nuova District - Modern urban redevelopment area with skyscrapers.,"Porta Nuova, 20124 Milano MI, Italy.",2,45.47885001889914 9.19052513379982," Porta Nuova District - A modern urban redevelopment area, Porta Nuova is characterized by its sleek skyscrapers, public parks, and innovative architecture. It offers a vibrant mix of residential, commercial, and cultural spaces.",10,old,
366,San Maurizio al Monastero Maggiore - Renaissance church with stunning frescoes.,"Corso Magenta, 15, 20123 Milano MI, Italy.",2,45.46552859637119 9.178889271148357,"San Maurizio al Monastero Maggiore - Known as the ""Sistine Chapel of Milan,"" this church features mesmerizing frescoes covering its walls and ceiling. It offers a glimpse into the artistic beauty of the Renaissance period.",5,old,
367,Church of San Lorenzo - Ancient church known for its Romanesque architecture.,"Corso di Porta Ticinese, 1, 20123 Milano MI, Italy.",2,43.775212713191046 11.25382435260368,"Church of San Lorenzo - With its Romanesque architecture and beautiful interior, the Church of San Lorenzo is a tranquil sanctuary in the bustling city. It houses notable artworks and is known for its serene atmosphere.",25,old,
368,Villa Necchi Campiglio - Historic mansion and museum showcasing Italian design.," Via Mozart, 14, 20122 Milano MI, Italy.",2,45.46892041179797 9.202419603486316,Villa Necchi Campiglio - This elegant mansion-turned-museum showcases the luxurious lifestyle of the 20th-century Milanese upper class. ,0,old,
369,Piazza Mercanti - Medieval square with historic buildings and a central well.,"Piazza Mercanti, 20123 Milano MI, Italy.",2,45.46466129796205 9.187633742311938,"Piazza Mercanti - Located in the heart of the historic center, Piazza Mercanti is a medieval square surrounded by stunning buildings with unique architectural details. It offers a glimpse into Milan's rich history and trade heritage.",10,old,
370,The Columns of San Lorenzo (Colonne di San Lorenzo) - Ancient Roman ruins and gathering place.,"Corso di Porta Ticinese, 35, 20123 Milano MI, Italy.",2,45.45836058260113 9.181057999973063,"The Columns of San Lorenzo (Colonne di San Lorenzo) - These ancient Roman columns stand as a testament to Milan's ancient past. The area around the columns is a popular gathering spot, especially in the evenings, with lively bars and restaurants.",8,old,
371,Royal Palace of Milan (Palazzo Reale) - Former royal residence turned art exhibition space.," Piazza del Duomo, 12, 20122 Milano MI, Italy.",2,45.46326809458888 9.191168253933936,"19. Royal Palace of Milan (Palazzo Reale) - Once the seat of government, this royal palace now hosts art exhibitions and cultural events. Its opulent rooms showcase lavish decorations, historical artifacts, and temporary art displays.",5,old,
372,Church of San Bernardino alle Ossa - Unique church with an ossuary and decorated chapel.,"Via Verziere, 2, 20123 Milano MI, Italy.",2,45.46246927467416 9.19535880977105,"Church of San Bernardino alle Ossa - This unique church is known for its macabre ossuary, where human bones are used as decorations. The adjacent chapelI apologize, it seems my response got cut off. Here's the continuation:",44,old,
373,Castel Nuovo (Maschio Angioino),"Piazza Municipio, Naples",3,40.8386514104664  14.25269793868597, Medieval castle with impressive architecture.,42,old,
374,Naples Cathedral (Duomo di Napoli," Via Duomo, Naples",3,40.85268083036651  14.259320496358686,Magnificent cathedral with artistic treasures. served as the center of Roman public life for centuries.,55,old,
375,San Gregorio Armeno,"Via San Gregorio Armeno, Naples",3,40.85025079759876  14.257809896358554," Historic street known for Nativity scene figurines. center, which allows natural light to enter the building.",12,old,
376,Spaccanapoli,Historic center of Naples,3,40.84503801947924  14.247390974664398,Historic street with ancient buildings and local atmosphere. for visitors to throw coins into the water.,51,old,
377,Naples Underground (Napoli Sotterranea)," Piazza San Gaetano 68, Naples",3,40.852418261827204  14.256692984669899,Intriguing underground tunnels with historical significance. the Roman Catholic Church and home to St. Peter's Basilica and the Vatican Museums.,42,old,
378,Certosa di San Martino,"Largo San Martino 5, Naples",3,40.84374646530794  14.24081141170214, Museum in a former monastery with panoramic views. Monti church at the top. It is a popular meeting point and gathering place.,28,old,
379,Catacombs of San Gennaro,": Via Capodimonte 13, Naples",3,40.865199404294636 14.247354594507579,"Ancient catacombs with early Christian artwork. throughout history, including as a mausoleum, a castle, and a museum.",17,old,
380,Palazzo Reale (Royal Palace)," Piazza del Plebiscito, Naples",3,40.836402033215855  14.249359781013876, Opulent palace with royal history.,27,old,
381,Castel dell'Ovo," Via Eldorado 3, Naples",3,40.82842120802395  14.247604396357382,Seaside castle with panoramic views.,31,old,
382,Santa Chiara Church and Cloister,"Via Santa Chiara 49, Naples",3,40.84721074175679  14.252626023342541, Church and cloister with colorful tiles.,17,old,
383,Palazzo dello Spagnolo," Piazza Monteoliveto 15, Naples",3,40.8568793774404 14.254292038687014, Historic palace with Spanish Baroque architecture.,15,old,
384,San Domenico Maggiore,"Piazza San Domenico Maggiore 8, Naples",3,40.8490545006758  14.254454582866419,Beautiful church with Gothic-style interior.,20,old,
385,Museo di Capodimonte,"Via Miano 2, Naples",3,40.86726887307342 14.250802781015647,Art museum in a former royal palace.,10,old,
386,Piazza Dante,"Piazza Dante, Naples",3,40.84937259031417  14.249856938686607,Vibrant square with a statue of Dante Alighieri.,5,old,
387,Palazzo Pignatelli di Monteleone," Riviera di Chiaia 200, Naples",3,40.84718439920385  14.250442972138968,Noble palace with Baroque architecture and decorative arts museum.,25,old,
388,San Lorenzo Maggiore," Piazza San Gaetano 316, Naples",3,40.86319648994098  14.261417400933754,Medieval church with archaeological excavations.,0,old,
389,Museo Archeologico Nazionale di Napoli,"Piazza Museo 19, Naples",3,40.85380028068074  14.250549674015025, Major archaeological museum with artifacts from Pompeii and Herculaneum.,10,old,
390,Galleria Umberto I,"Via San Carlo, Naples",3,40.838717627261175  14.249548511701839,Elegant shopping gallery with a glass dome.,8,old,
391,Palazzo Zevallos Stigliano,"Via Toledo 185, Naples",3,40.83994384008391  14.24852193683423,Historic palace with an art museum.,5,old,
392,Rialto Bridge,"Sestiere San Polo, 30125 Venezia VE, Italy",5,45.438390722349865 12.335897999430307,"Ornate covered 16th-century stone footbridge crossing the Grand Canal, with shops & restaurants.",0,old,
393,Doge's Palace,"P.za San Marco, 1, 30124 Venezia VE, Italy",5,45.43408444791947 12.340447025775777,"Ornate Gothic palace buildings hosting exhibitions with duke's rooms, prison & armoury tours.",10,old,
394,Saint Mark's Basilica,"P.za San Marco, 328, 30100 Venezia VE, Italy",5,45.434665972438744 12.339755310984303,"Iconic cathedral with a cavernous gilded interior, myriad mosaics & an on-site museum.",7,old,
395,Grand Canal,"30100 Venice, Metropolitan City of Venice, Italy",5,45.43541711209589 12.327893141785655,"The iconic waterway that winds through Venice, flanked by historic palaces and buildings.",0,old,
396,Rialto Bridge,"Sestiere San Polo, 30125 Venezia VE, Italy",5,45.43808203783911 12.335887266805935,"Ornate covered 16th-century stone footbridge crossing the Grand Canal, with shops & restaurants.",0,old,
397,St Mark's Campanile,"P.za San Marco, 30124 Venezia VE, Italy",5,45.434216560683296 12.33900090913424,Imposing 16th-century square cathedral tower with an angel-topped spire & belfry offering sea views.,10,old,
398,Clock Tower,"P.za San Marco, 30124 Venezia VE, Italy",5,45.43492333050441 12.339024700125776,"A Renaissance tower from 1499, with city views & a mechanical clock with symbolic decorations.",5,old,
399,Riva degli Schiavoni,"30100 Venice, Metropolitan City of Venice, Italy",5,45.43415800336612 12.343932668655704,"Located on the south bank of the Grand Canal within the sestiere of Dorsoduro, the sprawling Gallerie dell’Accademia is one of the most important museums in Venice.",0,old,
400,Bridge of Sighs,"P.za San Marco, 1, 30124 Venezia VE, Italy",5,45.43419595084926 12.340802042919155,Arched bridge named for sighs of prisoners crossing it en route from the Palazzo Ducale to prison.,10,old,
401,Venetian Arsenal,"30122 Venice, Metropolitan City of Venice, Italy",5,45.4349518365066 12.349900899857575,"Byzantine shipyard founded in 1104, today used for cultural events, exhibitions & trade fairs.",0,old,
402,Ghetto Ebraico - Comunità Ebraica di Venezia,"Campo del Ghetto Nuovo, C. del Magazzen, 2882, 30121 Venezia VE, Italy",5,45.44543531762386 12.326279869171811,"Historic Jewish neighborhood now home to 2 synagogues, kosher shops & the Jewish Museum of Venice.",12,old,
403,St. Mark's Square,"P.za San Marco, 30100 Venezia VE, Italy",5,45.43426843773743 12.338450242186132,Iconic square & gathering place dating back to the 12th century & dominated by St. Mark's Basilica.,0,old,
404,Campiello del Carro,"S. Marco, 1622, 30124 Venezia VE, Italy",5,45.433722040352876 12.335164126843251,Historical landmark,0,old,
405,Lo's places,"Ponte de S. Paterniàn, 4231, 30124 Venezia VE, Italy",5,45.43525462175532 12.333948884514694,Historical landmark,0,old,
406,Campo Santa Margherita,"Campo Santa Margherita, 30100 Venezia VE, Italy",5,45.43442536616242 12.323512742186136,Historical landmark,0,old,
407,Florence Cathedral ,Piazza del Duomo,4,43.77326892499608  11.255949467658827,"Iconic cathedral with its magnificent dome, known as the Duomo, a symbol of the city.",42,old,
408,Palazzo Vecchio,Piazza della Signoria,4,43.76941738535383  11.256161625330392,"Historic fortress and city hall, featuring beautiful Renaissance architecture and famous artworks.",55,old,
409,Ponte Vecchio,Over the Arno River,4,43.76805668360152  11.253122038822648," Oldest bridge in Florence, lined with shops and known for its stunning views and medieval charm.",12,old,
410,Basilica of Santa Croce,Piazza Santa Croce,4,43.76858376653406  11.262235509986791," Franciscan church housing the tombs of many renowned figures, including Michelangelo and Galileo.",51,old,
411,Pitti Palace,Piazza de' Pitti,4,43.76533147855604  11.249986638822488," Grand Renaissance palace turned museum, showcasing art, royal apartments, and beautiful gardens.",42,old,
412,Uffizi Gallery,(Piazzale degli Uffizi),4,43.76792503171195  11.255310796494449, World-famous art museum displaying an extensive collection of Renaissance masterpieces.,28,old,
413,Bargello Museum,"Via del Proconsolo, 4",4,43.770522030689456  11.258018525330485,"Medieval fortress-turned-museum, housing sculptures, ceramics, and decorative arts.",17,old,
414,Boboli Gardens,Piazza de' Pitti,4,43.76263664404163  11.248399596494131," Historic garden behind the Pitti Palace, featuring beautiful landscaping, sculptures, and panoramic views.",27,old,
415,Basilica di San Lorenzo,(Piazza di San Lorenzo),4,43.77509356810489  11.253844009987162,"Historic church with a stunning façade and the Medici Chapels, a burial site for the Medici family.",31,old,
416,San Marco Museum ,"(Piazza San Marco, 3)",4,43.77827961460971  11.258922025330927," Former Dominican convent turned museum, known for its frescoes by Fra Angelico.",17,old,
417,Palazzo Medici Riccardi," (Via Camillo Cavour, 1)",4,43.77525230537793  11.25586667136168,"Renaissance palace built for the Medici family, featuring exquisite architecture and art.",15,old,
418,Basilica di Santa Maria Novella ,(Piazza di Santa Maria Novella),4,43.774743028070944 11.249375167658917, Gothic and Renaissance church known for its stunning façade and art collection.,20,old,
419,San Miniato al Monte,"(Via delle Porte Sante, 34)",4,43.759542353456766  11.26493668114044," Romanesque church on a hilltop, offering panoramic views of Florence and beautiful mosaics.",10,old,
420,Piazza della Repubblica ,"Central square with a vibrant atmosphere, surrounded by historical cafés, shops, and arcades.",4,43.77162413372749  11.253864892792027,Vibrant square with a statue of Dante Alighieri.,5,old,
421,Palazzo Davanzati,"(Via Porta Rossa, 13) ",4,43.77033935369742 11.252867025330486,"Medieval palace-turned-museum, providing a glimpse into the daily life of Renaissance Florence.",25,old,
422,Basilica of San Lorenzo,(Piazza di San Lorenzo),4,43.775085821230064  11.253886925330772,Renaissance church with a tranquil cloister and the Laurentian Library designed by Michelangelo.,0,old,
423,Orsanmichele,(Via dell'Arte della Lana) ,4,43.770784087804905 11.255004696494543," Former grain market transformed into a church, showcasing intricate sculptures on its exterior.",10,old,
424,Loggia dei Lanzi ,(Piazza della Signoria),4,43.76931383319353  11.255544125330356,"Open-air sculpture gallery featuring famous statues, including the iconic Perseus with the Head of Medusa.",8,old,
425,Basilica di Santo Spirito, (Piazza Santo Spirito) ,4,43.767224437523964  11.2480689811508," Renaissance church known for its simplicity and the works of renowned artists, such as Brunelleschi.",5,old,
426,Santa Maria del Carmine ,(Piazza del Carmine),4,43.76825023984631  11.243998584853479," Church famous for the Brancacci Chapel, housing masterful frescoes by Masaccio.",23,old,
427,La Pergola,"Via Alberto Cadlolo, 101, 00136 Roma RM, Italy",1,41.920110744370284 12.446031690814332,"La Pergola is an exquisite fine dining restaurant located in Rome. Situated on Via Alberto Cadlolo, it offers a luxurious and elegant dining experience. The restaurant is known for its impeccable service, innovative cuisine, and breathtaking views of the city. La Pergola is a perfect choice for those seeking a memorable culinary journey in a refined setting.",50,restaurant,fine dinning
428,Aroma Osteria,"Via Labicana 125 Palazzo Manfredi, 00184 Rome Italy",1,41.894336555920006 12.496274818992072,"Aroma Osteria is a charming restaurant located in Palazzo Manfredi on Via Labicana. It specializes in traditional Italian cuisine, offering a combination of classic flavors and innovative twists. With its cozy ambiance and attentive service, Aroma Osteria provides a delightful dining experience for those looking to savor authentic Italian dishes.",7,restaurant,traditional
429,Roscioli,"Via dei Giubbonari, 21, 00186 Roma RM, Italy",1,41.89489285707279 12.473089476756683,"Roscioli is an award-winning fine dining restaurant situated on Via dei Giubbonari. It is renowned for its exceptional culinary creations, using the finest ingredients to deliver a gourmet experience. With its elegant atmosphere, knowledgeable staff, and a menu that combines traditional and innovative flavors, Roscioli promises an unforgettable gastronomic journey.",35,restaurant,fine dinning
430,Trattoria Da Danilo,"Via Petrarca, 13, 00185 Roma RM, Italy",1,41.89736613876378 12.507873998643996,"Trattoria Da Danilo is a cozy restaurant located on Via Petrarca. It specializes in sea food dishes, offering a variety of fresh and flavorful options. While the ambiance is casual, the focus is on serving delicious sea food prepared with care. Trattoria Da Danilo is a great choice for sea food enthusiasts looking for a relaxed dining experience.",22,restaurant,sea food
431,Tonnarello,"Via della Paglia, 1, 00153 Roma RM, Italy",1,41.88901683607882 12.47974200214277,"Tonnarello is a delightful restaurant located on Via della Paglia. It specializes in traditional Italian cuisine, offering a wide range of classic dishes prepared with fresh ingredients and authentic flavors. With its warm and welcoming atmosphere, Tonnarello provides a memorable dining experience for those seeking a taste of traditional Roman cuisine.",5,restaurant,traditional
432,Armando al Pantheon,"Salita dei Crescenzi, 31, 00186 Roma RM, Italy",1,41.89997661533425 12.477517868587144,"Armando al Pantheon is a highly regarded restaurant situated on Salita dei Crescenzi. It specializes in traditional Roman cuisine, offering a menu that showcases the rich flavors of the region. With its cozy and rustic ambiance, attentive service, and dishes prepared with passion, Armando al Pantheon guarantees an authentic and satisfying dining experience.",6,restaurant,traditional
433,Kathmandu - fast food,"Via Buonarroti, 38, 00185 Roma RM, Italy",1,41.89791985513992 12.502734773664042,"Kathmandu is a fast-food restaurant located on Via Buonarroti. It offers a diverse menu featuring a variety of fast-food options. Whether you're in the mood for burgers, sandwiches, or other quick bites, Kathmandu provides a convenient and flavorful dining experience.",7,restaurant,fast food
434,Roscioli CaffÃ¨ Pasticceria,"Piazza Benedetto Cairoli, 16, 00186 Roma RM, Italy",1,41.895085085698095 12.478286145392767,"Roscioli CaffÃ¨ Pasticceria is a charming cafÃ© and pastry shop situated on Piazza Benedetto Cairoli. It is known for its delectable desserts, pastries, and coffee. With its inviting atmosphere and a wide selection of sweet treats, Roscioli CaffÃ¨ Pasticceria is the perfect place to satisfy your dessert cravings.",4,restaurant,dessert
435,La Taverna dei Fori Imperiali,"Via della Madonna dei Monti, 9, 00184 Roma RM, Italy",1,41.89453422606252 12.489192080861834,"La Taverna dei Fori Imperiali is located on Via della Madonna dei Monti. It offers a cozy and traditional dining experience, specializing in Italian desserts. From classic tiramisu to a variety of sweet delights, La Taverna dei Fori Imperiali is a must-visit for dessert lovers.",10,restaurant,dessert
436,Ristorante Piperno,"Monte de' Cenci, 9, 00186 Roma RM, Italy",1,41.88968021905381 12.480586630819304,"Ristorante Piperno is situated on Monte de' Cenci. It is a fine dining restaurant that focuses on providing a memorable culinary experience. With its refined ambiance and a menu that showcases the best of Italian cuisine, Ristorante Piperno offers an elegant setting for those seeking a sophisticated dining experience.",40,restaurant,fine dinning
437,Five Guys,"Roma Termini, Piazza dei Cinquecento, 00187 Roma RM, Italy",1,41.9064960798235 12.50225891959091,"Five Guys is a popular fast-food chain located in Roma Termini, Piazza dei Cinquecento. It is known for its delicious burgers, fries, and milkshakes. With its casual and vibrant atmosphere, Five Guys is a go-to spot for a quick and satisfying meal.",5,restaurant,fast food
438,McDonald's,Via del Tritone 57-58 - 00187 Rome,1,41.90315546021247 12.48399363277724,"McDonald's is a well-known fast-food chain situated on Via del Tritone. It offers a wide selection of fast-food options, including burgers, fries, and chicken sandwiches. McDonald's provides a convenient and familiar dining experience for those looking for a quick bite to eat.",5,restaurant,fast food
439,Kilo Restaurant,"Kilo Restaurant, Via Tirso, 30, 00198 Roma RM, Italy",1,41.919289522631594 12.498208922715905,"Kilo Restaurant is a renowned sea food restaurant located in Rome. With its prime location and a wide variety of sea food dishes, Kilo Restaurant offers a delightful dining experience. From fresh catches of the day to expertly prepared sea food delicacies, this restaurant ensures high-quality ingredients and excellent flavors. The restaurant's elegant ambiance and attentive service add to the overall experience, making it a popular choice for sea food enthusiasts.",15,restaurant,sea food
440,"""DOC"" Cruderia EnoBistrot","Via Pietro Manzi, 1, 00153 Roma RM, Italy",1,41.87402411516257 12.46573271074401,"""DOC"" Cruderia EnoBistrot is a top-rated fine dining restaurant situated in Rome. Known for its sophisticated atmosphere and outstanding culinary offerings, this restaurant provides an exceptional gastronomic experience. The menu features a combination of innovative and traditional dishes, prepared with the finest ingredients. With attentive service and a charming ambience, ""DOC"" Cruderia EnoBistrot aims to create a memorable dining experience for its guests.",50,restaurant,fine dinning
441,ImÃ go,"Piazza della Trinita' Dei Monti 6, Hassler Roma Hotel - 00187 Rome",1,41.906546429658455 12.483946963483989,"ImÃ go is a restaurant situated in Rome, located within the prestigious Hassler Roma Hotel. Offering traditional cuisine with a modern twist, ImÃ go is known for its refined dishes and elegant presentation. The restaurant boasts breathtaking views of Rome's iconic landmarks, providing a stunning backdrop for a memorable dining experience. While the stars indicate a good rating, the true highlight of ImÃ go lies in its fusion of traditional flavors and contemporary culinary techniques.",4,restaurant,traditional
442,Yes food,"Via Catania, 53, 00161 Roma RM, Italy",1,41.910599332721716 12.519778574435634,"Yes food is a fast food restaurant located in Rome. It offers a wide range of quick and tasty food options, perfect for those looking for a convenient and casual dining experience. The menu includes popular fast food items such as burgers, sandwiches, fries, and more. While the focus is on fast service, Yes food strives to maintain quality and freshness in its offerings, ensuring a satisfying meal for its customers.",5,restaurant,fast food
443,Ristorante Crispi 19,Via Francesco Crispi 19 RM - 00187 Rome,1,41.90360567435532 12.485467453074525,"Ristorante Crispi 19 is a well-regarded sea food restaurant in Rome. With a prime location and a reputation for excellence, it offers a diverse menu featuring a variety of sea food delicacies. From fresh fish to shellfish, Ristorante Crispi 19 ensures high-quality ingredients and skillful preparation. The restaurant's warm and inviting atmosphere, combined with attentive service, creates an enjoyable dining experience for sea food lovers.",10,restaurant,sea food
444,Ai Tre Scalini,"Via Panisperna, 251, 00184 Roma RM, Italy",1,41.89642592018854 12.490489037731189,"Ai Tre Scalini is a popular traditional restaurant located in Rome. Known for its authentic Italian cuisine and warm ambiance, the restaurant offers a range of traditional dishes prepared with care and attention to detail. From homemade pasta to classic meat and fish dishes, Ai Tre Scalini aims to provide a genuine taste of Roman cuisine. With its friendly staff and cozy setting, it's a great place to experience the flavors of traditional Italian cooking.",8,restaurant,traditional
